

lambda(m), Y
5.06461e-07, -0.109522
5.06268e-07, -0.109642
5.06076e-07, -0.109885
5.05884e-07, -0.110237
5.05692e-07, -0.110649
5.055e-07, -0.111055
5.05308e-07, -0.111391
5.05117e-07, -0.111612
5.04925e-07, -0.111702
5.04734e-07, -0.111685
5.04543e-07, -0.111609
5.04352e-07, -0.111537
5.04161e-07, -0.11153
5.03971e-07, -0.111625
5.0378e-07, -0.111829
5.0359e-07, -0.112116
5.034e-07, -0.112434
5.0321e-07, -0.112725
5.0302e-07, -0.112934
5.0283e-07, -0.113033
5.0264e-07, -0.11302
5.02451e-07, -0.112926
5.02261e-07, -0.112803
5.02072e-07, -0.112707
5.01883e-07, -0.112685
5.01694e-07, -0.11276
5.01505e-07, -0.112927
5.01317e-07, -0.113152
5.01128e-07, -0.113385
5.0094e-07, -0.113573
5.00752e-07, -0.113676
5.00563e-07, -0.113676
5.00375e-07, -0.113586
5.00188e-07, -0.11344
5e-07, -0.113289


